USER_ID,GENDER,CUSTOMER_TYPE,ACTIVITY,HAVE_RETENTION,BAD_REFERENCE_COUNTER,MARITAL_STATUS,NUMBER_OF_DEPENDENTS,NUMBER_OF_CHILDREN,LEVEL_OF_STUDY,HAVE_ASSETS,AMOUNT_OF_INCOME,AMOUNT_OF_EXPENSE
363,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
364,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
365,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
366,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
367,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
368,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
369,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
370,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
371,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
372,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
373,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
374,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
375,FEMALE,P,30,S,1,SINGLE,0,,,,,0.00
376,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
377,FEMALE,P,,S,1,MARRIED,,,,,,0.00
378,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
379,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
380,FEMALE,P,,S,1,SINGLE,,,,,,0.00
381,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
382,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
383,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
384,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
385,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
386,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
387,FEMALE,P,0117,N,1,SINGLE,1,,7,,5000.00,0.00
388,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
389,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
390,FEMALE,P,,S,1,MARRIED,,,,,,0.00
391,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
392,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
393,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
394,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
395,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
396,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
397,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
398,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
399,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
400,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
401,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
402,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
403,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
404,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
405,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
406,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
407,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
408,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
409,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
410,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
411,FEMALE,P,0117,N,1,SINGLE,1,,7,,600.00,0.00
412,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
413,FEMALE,P,0117,N,1,MARRIED,1,,7,,525.00,0.00
414,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
415,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
416,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
417,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
418,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
419,FEMALE,P,0117,N,1,MARRIED,1,,7,,2500.00,0.00
420,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
421,FEMALE,P,,N,1,MARRIED,2,,,,,0.00
422,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
423,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
424,FEMALE,P,,S,1,MARRIED,0,,,,0.01,0.00
425,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
426,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
427,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
428,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
429,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
430,FEMALE,P,0117,N,1,MARRIED,1,,7,,5150.00,0.00
431,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
432,FEMALE,P,,S,1,MARRIED,5,,,,0.01,0.00
433,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
434,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
435,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
436,FEMALE,P,,S,1,SINGLE,2,,,,,0.00
437,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
438,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
439,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
440,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
441,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
442,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
443,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
444,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
445,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
446,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
447,FEMALE,P,0117,N,1,MARRIED,1,,7,,930.00,0.00
448,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
449,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
450,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
451,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
452,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
453,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
454,FEMALE,P,0117,N,1,MARRIED,1,,7,,100.00,0.00
455,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
456,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
457,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
459,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
460,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
461,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
462,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
463,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
464,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
465,FEMALE,P,0117,N,1,SINGLE,1,,7,,5970.00,0.00
466,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
467,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
468,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
469,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
470,FEMALE,P,0117,N,1,SINGLE,1,,7,,300.00,0.00
471,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
472,FEMALE,P,0117,N,1,MARRIED,1,,7,,20000.00,0.00
473,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
474,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
475,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
476,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
477,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
478,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
479,FEMALE,P,0117,N,1,MARRIED,1,,7,,10000.00,0.00
480,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
481,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
482,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
483,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
484,FEMALE,P,0117,N,1,MARRIED,1,,7,,100.00,0.00
485,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
486,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
487,FEMALE,P,0117,N,1,MARRIED,1,,7,,3000.00,0.00
488,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
489,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
490,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
491,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
492,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
493,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
494,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
495,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
496,FEMALE,P,0117,N,1,MARRIED,1,,7,,10000.00,0.00
497,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
498,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
499,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
500,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
501,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
502,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
503,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
504,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
505,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
506,FEMALE,P,,S,1,SINGLE,2,,,,,0.00
507,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
508,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
509,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
510,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
511,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
512,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
513,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
514,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
515,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
516,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
517,FEMALE,P,0117,N,1,SINGLE,1,,7,,4000.00,0.00
518,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
519,FEMALE,P,,S,1,SINGLE,,,,,,0.00
520,FEMALE,P,,S,1,SINGLE,,,,,,0.00
521,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
522,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
523,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
524,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
525,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
526,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
527,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
528,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
529,FEMALE,P,0117,N,1,MARRIED,1,,7,,300.00,0.00
530,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
531,FEMALE,P,0117,N,1,MARRIED,1,,7,,3500.00,0.00
532,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
533,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
534,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
535,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
536,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
537,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
538,FEMALE,P,0117,N,1,SINGLE,1,,7,,1900.00,0.00
539,FEMALE,P,0117,N,1,SINGLE,1,,7,,500.00,0.00
540,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
541,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
542,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
543,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
544,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
545,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
546,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
547,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
548,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
549,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
550,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
551,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
552,FEMALE,P,0117,N,1,MARRIED,1,,7,,700.00,0.00
553,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
554,FEMALE,P,0117,N,1,MARRIED,1,,7,,10000.00,0.00
555,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
556,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
557,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
558,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
559,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
560,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
561,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
562,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
563,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
564,FEMALE,P,0117,N,1,SINGLE,1,,7,,2500.00,0.00
565,FEMALE,P,,S,1,SINGLE,,,,,0.01,0.00
566,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
567,FEMALE,P,0117,N,1,SINGLE,1,,7,,40000.00,0.00
568,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
569,FEMALE,P,0117,N,1,MARRIED,1,,7,,536.62,0.00
570,FEMALE,P,,S,1,MARRIED,,,,,0.01,0.00
571,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
572,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
573,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
574,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
575,FEMALE,P,,S,1,MARRIED,,,,,,0.00
576,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
577,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
578,FEMALE,P,,S,1,SINGLE,1,,,,,0.00
579,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
580,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
581,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
582,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
583,FEMALE,P,,S,1,MARRIED,4,,,,,0.00
584,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
585,FEMALE,P,,S,1,MARRIED,3,,,,,0.00
586,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
587,FEMALE,P,0117,N,1,MARRIED,1,,7,,10000.00,0.00
588,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
589,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
590,FEMALE,P,0117,N,1,MARRIED,1,,7,,150.00,0.00
591,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
592,FEMALE,P,0117,N,1,SINGLE,1,,7,,1000.00,0.00
593,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
594,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
595,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
596,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
597,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
598,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
599,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
600,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
601,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
602,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
603,FEMALE,P,0117,N,1,MARRIED,1,,7,,1500.00,0.00
604,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
605,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
606,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
607,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
608,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
609,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
610,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
611,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
612,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
613,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
614,FEMALE,P,,S,1,MARRIED,2,,,,,0.00
615,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
616,FEMALE,P,0117,N,1,SINGLE,1,,7,,239600.00,0.00
617,FEMALE,P,0117,N,1,SINGLE,1,,7,,700.00,0.00
618,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
619,FEMALE,P,0117,N,1,SINGLE,1,,7,,40.00,0.00
620,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
621,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
623,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
624,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
625,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
626,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
627,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
628,FEMALE,P,0117,N,1,SINGLE,1,,7,,584.48,0.00
629,FEMALE,P,,S,1,SINGLE,,,,,,0.00
631,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
632,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
633,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
634,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
635,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
636,FEMALE,P,0117,N,1,SINGLE,1,,7,,700.00,0.00
637,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
638,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
639,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
640,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
641,FEMALE,P,0117,N,1,MARRIED,1,,7,,1824.49,0.00
642,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
644,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
645,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
646,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
647,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
648,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
649,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
651,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
652,FEMALE,P,0117,N,1,MARRIED,1,,7,,2500.00,0.00
653,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
654,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
655,FEMALE,P,,S,1,MARRIED,,,,,,0.00
656,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
657,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
659,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
660,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
661,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
662,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
663,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
664,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
665,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
666,FEMALE,P,0117,N,1,MARRIED,1,,7,,1760.00,0.00
667,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
668,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
669,FEMALE,P,,S,1,MARRIED,2,,,,,0.00
670,FEMALE,P,,S,1,SINGLE,1,,,,,0.00
671,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
672,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
673,FEMALE,P,0117,N,1,MARRIED,1,,7,,3300.00,0.00
674,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
675,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
676,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
677,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
678,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
679,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
680,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
681,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
682,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
683,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
684,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
685,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
686,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
687,FEMALE,P,,S,1,SINGLE,,,,,,0.00
688,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
689,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
690,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
691,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
692,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
693,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
694,FEMALE,P,0117,N,1,SINGLE,1,,7,,1500.00,0.00
695,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
696,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
697,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
698,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
699,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
700,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
701,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
702,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
703,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
704,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
705,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
706,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
707,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
708,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
709,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
710,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
712,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
714,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
715,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
716,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
718,FEMALE,P,,S,1,SINGLE,1,,,,,0.00
719,FEMALE,P,0117,N,1,MARRIED,1,,7,,1569.38,0.00
720,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
721,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
722,FEMALE,P,0117,N,1,MARRIED,1,,7,,1500.00,0.00
723,FEMALE,P,,S,1,SINGLE,,,,,,0.00
724,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
725,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
726,FEMALE,P,0117,N,1,SINGLE,1,,7,,1220.00,0.00
728,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
729,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
730,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
732,FEMALE,P,0117,N,1,MARRIED,1,,7,,609.00,0.00
733,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
734,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
735,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
736,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
737,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
738,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
739,FEMALE,P,,S,1,MARRIED,,,,,,0.00
741,FEMALE,P,0117,N,1,MARRIED,1,,7,,350.00,0.00
742,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
743,FEMALE,P,,S,1,MARRIED,,,,,,0.00
744,FEMALE,P,0117,N,1,MARRIED,1,,7,,600.00,0.00
745,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
746,FEMALE,P,0117,N,1,MARRIED,1,,7,,524.00,0.00
747,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
749,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
750,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
751,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
752,FEMALE,P,,S,1,SINGLE,,,,,,0.00
753,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
754,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
755,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
756,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
757,FEMALE,P,0117,N,1,MARRIED,1,,7,,600.00,0.00
