USER_ID,GENDER,CUSTOMER_TYPE,ACTIVITY,HAVE_RETENTION,BAD_REFERENCE_COUNTER,MARITAL_STATUS,NUMBER_OF_DEPENDENTS,NUMBER_OF_CHILDREN,LEVEL_OF_STUDY,HAVE_ASSETS,AMOUNT_OF_INCOME,AMOUNT_OF_EXPENSE
2491,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2492,FEMALE,P,0117,N,1,MARRIED,1,,7,,2500.00,0.00
2493,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2494,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2495,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2496,FEMALE,C,,N,,SINGLE,,,,,,
2497,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2498,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2499,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2500,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2501,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2502,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2503,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2504,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2505,FEMALE,P,0117,N,1,SINGLE,1,,7,,45000.00,0.00
2506,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2507,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2508,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2509,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2510,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2511,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2512,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2513,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2514,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2515,FEMALE,P,0117,N,1,MARRIED,1,,7,,1800.00,0.00
2516,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2517,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2518,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2519,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2520,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2521,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2522,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2523,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2524,FEMALE,C,,N,,SINGLE,,,,,,
2525,FEMALE,P,0117,N,1,SINGLE,1,,7,,1000.00,0.00
2526,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2527,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2528,FEMALE,C,,N,,SINGLE,,,,,,
2529,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2530,FEMALE,C,,N,,SINGLE,,,,,,
2531,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2532,FEMALE,P,,N,,MARRIED,,,,,,0.00
2533,FEMALE,P,0117,N,1,MARRIED,1,,7,,5000.00,0.00
2534,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2535,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2536,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2537,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
2538,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2539,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2540,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2541,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2542,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2543,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2544,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2545,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2546,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2547,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2548,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2549,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2550,FEMALE,P,0117,N,1,SINGLE,1,,7,,5000.00,0.00
2551,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
2552,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2553,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2554,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2555,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
2556,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2557,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2558,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2559,FEMALE,P,0117,N,1,SINGLE,1,,7,,11550.00,0.00
2560,FEMALE,C,,N,,SINGLE,,,,,,
2561,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2562,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2563,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2564,FEMALE,C,46302,N,,SINGLE,,,,,0.01,
2565,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2566,FEMALE,C,46512,N,,SINGLE,,,,,,
2567,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2568,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2569,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2570,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2571,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2572,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2573,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
2574,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2575,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2576,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2577,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2578,FEMALE,P,,N,1,SINGLE,,,,,,0.00
2579,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2580,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2581,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2582,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2583,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2584,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2585,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2586,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2587,FEMALE,P,,N,1,MARRIED,,,,,0.01,0.00
2588,FEMALE,P,,N,1,MARRIED,,,,,3730.00,0.00
2589,FEMALE,P,0117,N,1,MARRIED,1,,7,,5640.00,0.00
2590,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2591,FEMALE,P,0117,N,1,MARRIED,1,,7,,1700.00,0.00
2592,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2593,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2594,FEMALE,P,0117,N,1,MARRIED,1,,7,,760.00,0.00
2595,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2596,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2597,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2598,FEMALE,P,,N,1,MARRIED,,,,,,0.00
2599,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2600,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2606,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2607,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2608,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2609,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2610,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2613,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2614,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2615,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2616,FEMALE,P,0117,N,1,MARRIED,1,,7,,2750.00,0.00
2617,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2618,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2625,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2627,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2629,FEMALE,P,,S,1,SINGLE,1,,,,,0.00
2631,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2633,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2634,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2636,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2637,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2638,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
2639,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2640,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2641,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2642,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2644,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2646,FEMALE,P,0117,N,1,MARRIED,1,,7,,3180.00,0.00
2647,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2648,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2649,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2650,FEMALE,P,0117,N,1,SINGLE,1,,7,,3360.00,0.00
2651,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2652,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2653,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2654,FEMALE,P,0117,N,1,MARRIED,1,,7,,1500.00,0.00
2655,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2657,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2658,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2659,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2660,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2661,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2662,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2663,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2664,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2665,FEMALE,P,0117,N,1,MARRIED,1,,7,,13498.00,0.00
2666,FEMALE,P,0117,N,1,SINGLE,1,,7,,700.00,0.00
2667,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2668,FEMALE,P,0117,N,1,SINGLE,1,,7,,2420.00,0.00
2669,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2670,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2672,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2673,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2675,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2676,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2677,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2678,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2679,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2680,FEMALE,P,0117,N,1,MARRIED,1,,7,,1700.00,0.00
2682,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2683,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
2685,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2686,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2687,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
2688,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2689,FEMALE,P,0117,N,1,SINGLE,1,,7,,3500.00,0.00
2690,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2691,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2692,FEMALE,P,0117,N,1,SINGLE,1,,7,,1000.00,0.00
2693,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2695,FEMALE,P,0117,N,1,SINGLE,1,,7,,450.00,0.00
2696,FEMALE,P,0117,N,1,SINGLE,1,,7,,525.00,0.00
2697,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2698,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2699,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2700,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2702,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2704,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2705,FEMALE,P,0117,N,1,SINGLE,1,,7,,5000.00,0.00
2706,FEMALE,P,0117,N,1,SINGLE,1,,7,,700.00,0.00
2707,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
2709,FEMALE,P,0117,N,1,SINGLE,1,,7,,500.00,0.00
2710,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2711,FEMALE,P,0117,N,1,MARRIED,1,,7,,1507.26,0.00
2713,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2714,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2715,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2716,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2717,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2718,FEMALE,P,0117,N,1,MARRIED,1,,7,,5000.00,0.00
2719,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2720,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2721,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2723,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2724,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2725,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2727,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2728,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2729,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2730,FEMALE,P,0117,N,1,SINGLE,1,,7,,400.00,0.00
2731,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2732,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2733,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2734,FEMALE,P,0117,N,1,MARRIED,1,,7,,1500.00,0.00
2735,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2736,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2737,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2738,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2741,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2742,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2743,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2744,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2745,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2746,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2747,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2748,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2749,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2751,FEMALE,P,0117,N,1,MARRIED,1,,7,,200000.00,0.00
2756,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2757,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2758,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2759,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2760,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2761,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2764,FEMALE,P,0117,N,1,SINGLE,1,,7,,600.00,0.00
2765,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2766,FEMALE,P,0117,N,1,MARRIED,1,,7,,1528.40,0.00
2767,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2768,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2769,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2770,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2771,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2772,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
2773,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2774,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2775,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2776,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2778,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2780,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2781,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2782,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2783,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2784,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2785,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2786,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2787,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2788,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2789,FEMALE,P,0117,N,1,MARRIED,1,,7,,6220.00,0.00
2790,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2792,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2794,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2795,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2796,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2797,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2799,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2800,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2801,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2802,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2803,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2804,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2805,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2806,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2807,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2808,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2809,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2812,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2813,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2814,FEMALE,P,0117,N,1,MARRIED,1,,7,,1800.00,0.00
2815,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2817,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2818,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2820,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2822,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2823,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2824,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2825,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2826,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2827,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2828,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2830,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2831,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2832,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2833,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2834,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2835,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2836,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2837,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2838,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2840,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2841,FEMALE,P,0117,N,1,SINGLE,1,,7,,600.00,0.00
2842,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2843,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2844,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2845,FEMALE,P,0117,N,1,MARRIED,1,,7,,1100.00,0.00
2847,FEMALE,P,0117,N,1,MARRIED,1,,7,,1030.00,0.00
2850,FEMALE,P,0117,N,1,SINGLE,1,,7,,700.00,0.00
2851,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2852,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2853,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2854,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2855,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2860,FEMALE,P,0117,N,1,SINGLE,1,,7,,30000.00,0.00
2861,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2862,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2863,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2864,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2865,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2868,FEMALE,P,0117,N,1,SINGLE,1,,7,,400.00,0.00
2869,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2870,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2871,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2872,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2873,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2874,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2878,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2879,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2880,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2881,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2882,FEMALE,P,0117,N,1,SINGLE,1,,7,,255.00,0.00
2883,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2884,FEMALE,P,0117,N,1,MARRIED,1,,7,,5000.00,0.00
2885,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2886,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2887,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2888,FEMALE,P,0117,N,1,MARRIED,1,,7,,5000.00,0.00
2889,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2890,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2891,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2892,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2893,FEMALE,P,0117,N,1,SINGLE,1,,7,,1000.00,0.00
2894,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2895,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2896,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2897,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2898,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2900,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2902,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2903,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2904,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2905,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2906,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2907,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2908,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2909,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2910,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2913,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2915,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2917,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2920,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2923,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2924,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2930,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2931,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2932,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2934,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2935,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2937,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
2939,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
2940,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
